School Name,School ID Number,Course Work Number,Course Work Course Title,Course Work Catalog Code,Course Work Credit Hours,Non-Catalog Course Title
Hanover College                 ,374941,589608,Pure Elective,    ,4,SurveyII:Medieval Literature    
Hazard Community & Technical Col,370815,566777,Pure Elective,    ,3,College Algebra                 
Hazard Community & Technical Col,370815,566778,Life-Span Developmental Psych,UG20,3,Developmental Psychology        
Hazard Community & Technical Col,370815,566773,Pure Elective,    ,3,Environmental Geology           
Hazard Community & Technical Col,370815,566780,Financial Accounting,UG20,3,Financial Accounting            
Hazard Community & Technical Col,370815,566775,Pure Elective,    ,3,General Psychology              
Hazard Community & Technical Col,370815,566774,Inventing the United States-II,UG20,3,History of the US Since 1865    
Hazard Community & Technical Col,370815,566779,Pure Elective,    ,3,Intro Comparative Religion      
Hazard Community & Technical Col,370815,566776,Pure Elective,    ,3,Intro to Art                    
Henderson Community College     ,6805,631383,Pure Elective,    ,3,Basic Public Speaking           
Henderson Community College     ,6805,631385,Life-Span Developmental Psych,UG22,3,Developmental Psychology        
Henderson Community College     ,6805,631384,Survey of Psychological Science,UG22,3,General Psychology              
Henderson Community College     ,6805,631389,Pure Elective,    ,1,Intro General Chemistry Lab     
Henderson Community College     ,6805,631387,Pure Elective,    ,3,Intro to ComparativeReligion    
Henderson Community College     ,6805,631386,Intro to Sociology,UG22,3,Intro to Sociology              
Henderson Community College     ,6805,631388,Pure Elective,    ,3,Intro. General Chemistry        
Henderson Community College     ,6805,631382,Pure Elective,    ,3,Introduction to Computers       
Hopkinsville Community College  ,6790,589699,Introduction to Statistics,UG21,3,Applied Statistics              
Hopkinsville Community College  ,6790,589698,Pure Elective,    ,3,Basic Public Speaking           
Hopkinsville Community College  ,6790,589700,Pure Elective,    ,3,Intro to Literature             
Hopkinsville Community College  ,6790,589701,Pure Elective,    ,3,Trigonometry                    
Indiana University-Bloomington  ,137200,566770,Calculus-III,UG20,3,Calculus 3                      
Indiana University-Bloomington  ,137200,566772,Pure Elective,    ,3,Intro to American Politics      
Indiana University-Bloomington  ,137200,566771,Pure Elective,    ,3,Introductory Psychology I       
Indiana University-Bloomington  ,137200,623692,Pure Elective,    ,4,Fndtns ofBiol:BiolMechanisms    
Indiana University-Bloomington  ,137200,623695,Intro to Sociology,UG22,3,Introduction to Sociology       
Indiana University-Bloomington  ,137200,623694,Pure Elective,    ,1,Kelley Compass 1                
Indiana University-Bloomington  ,137200,623693,Pure Elective,    ,3,The Computer in Bus: Honors     
Ivy Tech Community College      ,348772,612155,Pure Elective,    ,3,Fund. of Public Speaking        
Jackson State Community College ,383323,630906,Pure Elective,    ,3,Introduction to Music           
Jefferson Community & Technical ,6810,566783,Pure Elective,    ,3,General Psychology              
Jefferson Community & Technical ,6810,566786,Intro to Sociology,UG20,3,Intro to Sociology              
Jefferson Community & Technical ,6810,566781,Pure Elective,    ,3,Introduction to Biology         
Jefferson Community & Technical ,6810,566782,Pure Elective,    ,1,Introduction to Biology Lab     
Jefferson Community & Technical ,6810,566787,Pure Elective,    ,3,Principles of Biology I         
Jefferson Community & Technical ,6810,566785,"Evolution, Biodiversity, Ecology",UG20,3,Principles of Biology II        
Jefferson Community & Technical ,6810,566788,Pure Elective,    ,2,Principles of Biology Lab I     
Jefferson Community & Technical ,6810,566784,Pure Elective,    ,3,Principles of Microeconomics    
Jefferson Community & Technical ,6810,566789,Inventing the Modern World-II,UG20,3,World Civilization II           
Jefferson Community & Technical ,6810,589562,Survey of Western Art-I,UG21,3,Ancient to Medieval Art Hist    
Jefferson Community & Technical ,6810,589564,Pure Elective,    ,3,Contemporary College Math       
Jefferson Community & Technical ,6810,589563,Pure Elective,    ,3,Writing II                      
Kansai University               ,354278,542741,Pure Elective,    ,2,Area Studies-Europe 1           
Kansai University               ,354278,542742,Pure Elective,    ,2,Area Studies-India              
Kansai University               ,354278,542749,Pure Elective,    ,2,Chinese IIa                     
Kansai University               ,354278,542747,Pure Elective,    ,2,Chinese Ia                      
Kansai University               ,354278,542748,Pure Elective,    ,2,Chinese Ib                      
Kansai University               ,354278,542743,Pure Elective,    ,2,CriticalThnkng Social/Global    
Kansai University               ,354278,542746,Pure Elective,    ,2,Cross-Cultural Competence       
Kansai University               ,354278,542738,Pure Elective,    ,2,Dev Processes Child to Adult    
Kansai University               ,354278,542744,Pure Elective,    ,2,Global Sociology                
Kansai University               ,354278,542750,Pure Elective,    ,2,Intro Lecture: English Lit      
Kansai University               ,354278,542751,Pure Elective,    ,2,Intro Lecture: Psychology       
Kansai University               ,354278,542739,Pure Elective,    ,2,Japanese Philosophy&Thoughts    
Kansai University               ,354278,542740,Pure Elective,    ,2,JapaneseLiterature-Classical    
Kansai University               ,354278,542752,Pure Elective,    ,2,Passport: English Lit           
Kansai University               ,354278,542745,Pure Elective,    ,2,Presentation Skills             
Kansai University               ,354278,542753,Pure Elective,    ,2,Soph Sem: Enligh Lit/Linguis    
LeTourneau University           ,382730,623724,Pure Elective,    ,3,Elementary Spanish I            
LeTourneau University           ,382730,623726,Pure Elective,    ,3,Elementary Spanish II           
LeTourneau University           ,382730,623727,Intermediate-I,UG22,3,Intermediate Spanish I          
LeTourneau University           ,382730,623728,Intermediate-II,UG22,3,Intermediate Spanish II         
LeTourneau University           ,382730,623723,Inventing the United States-I,UG22,3,United States History I         
LeTourneau University           ,382730,623725,Inventing the United States-II,UG22,3,United States History II        
Lenior-Rhyne University         ,370100,565885,Intro to Comparative Politics,UG19,3,American Government             
Lenior-Rhyne University         ,370100,565884,Pure Elective,    ,3,Intro to Psychology             
Lenior-Rhyne University         ,370100,565883,Introduction to Statistics,UG19,3,Intro to Statistics             
Lenior-Rhyne University         ,370100,565882,Doctrina Lux Mentis-I,UG20,3,Speech Comm                     
Los Angeles Valley College      ,377419,600563,Fundamentals of Music,UG21,3,Fund of Music                   
Madisonville Community College  ,38823,589715,Pure Elective,    ,3,Basic Public Speaking           
Madisonville Community College  ,38823,589718,Pure Elective,    ,3,General Psychology              
Madisonville Community College  ,38823,589717,Inventing the United States-II,UG21,3,History of the US since 1865    
Madisonville Community College  ,38823,589716,Inventing the United States-I,UG21,3,History of the US to 1865       
Miami University                ,38851,542703,Calculus-II,UG19,5,Calculus II                     
Miami University                ,38851,542701,Pure Elective,    ,3,Composition & Rhetoric          
Miami University                ,38851,542705,Pure Elective,    ,3,Computer Sci & Softward Eng     
Miami University                ,38851,542700,Data Structures,UG19,3,Data Abstractions & Structrs    
Miami University                ,38851,542707,Discrete Mathematics,UG19,3,Elements of Discrete Math       
Miami University                ,38851,542704,Pure Elective,    ,3,Ideas in Architecture           
Miami University                ,38851,542706,Pure Elective,    ,3,Principles of Microeconomics    
Miami University                ,38851,542702,Development of Modern World-I,UG19,3,World History to 1500           
Miami University                ,38851,589694,Intro to French Thought & Art,UG21,3,Topics in French Literature     
Midland College                 ,7756,542694,Pure Elective,    ,1,Choir I                         
Midland College                 ,7756,542692,Pure Elective,    ,3,Composition I                   
Midland College                 ,7756,542696,Pure Elective,    ,3,Creative Writing                
Midland College                 ,7756,542699,Intro to Ethical Thinking,UG19,3,Ethics                          
Midland College                 ,7756,542691,Pure Elective,    ,3,Intro to Theater                
Midland College                 ,7756,542695,Pure Elective,    ,3,Photography I                   
Midland College                 ,7756,542697,Pure Elective,    ,3,Statistics                      
Midland College                 ,7756,542698,Pure Elective,    ,1,Voice Instruction               
Midland College                 ,7756,542693,Pure Elective,    ,1,Voice Instruction               
Midway University               ,374937,589539,Pure Elective,    ,3,Basic Mathematics               
Midway University               ,374937,589543,Pure Elective,    ,3,College Writing I               
Midway University               ,374937,589547,Pure Elective,    ,3,College Writing II              
Midway University               ,374937,589540,Pure Elective,    ,3,Exploring Life's Diversity      
Midway University               ,374937,589541,Pure Elective,    ,1,Exploring Life's Diversity-L    
Midway University               ,374937,589538,Physical Geography/Natural Envir,UG21,3,Geography                       
Midway University               ,374937,589542,Pure Elective,    ,3,Human Difference                
Midway University               ,374937,589544,Pure Elective,    ,3,Interim Algebra                 
Midway University               ,374937,589537,Intro to Gender Studies,UG21,3,Intro Gender Studies            
Midway University               ,374937,589550,Pure Elective,    ,3,Music Appreciation              
Midway University               ,374937,589549,Pure Elective,    ,3,Prin of Management              
Midway University               ,374937,589546,Pure Elective,    ,3,Prin of Marketing               
Midway University               ,374937,589545,Pure Elective,    ,3,SocioCultural Dimen in Sport    
Midway University               ,374937,589548,Inventing the Modern World-II,UG21,3,World Civilization II           
Mitchell Community College      ,7532,589704,Pure Elective,    ,4,General Biology I               
Mitchell Community College      ,7532,589702,Survey of Psychological Science,UG21,3,General Psychology              
Mitchell Community College      ,7532,589706,Intro to Philosophy,UG21,3,Philosophical Issues            
Mitchell Community College      ,7532,589703,Pure Elective,    ,3,Prin of Microeconomics          
Mitchell Community College      ,7532,589705,Pure Elective,    ,3,Public Speaking                 
Morehead State University       ,85360,623675,Pure Elective,    ,3,3D Foundations                  
Morehead State University       ,85360,623683,Pure Elective,    ,3,Adv Expository Writing          
Morehead State University       ,85360,623685,Pure Elective,    ,3,American Lit Since 1865         
Morehead State University       ,85360,623677,Intro to Ethical Thinking,UG22,3,Beginning Ethics                
Morehead State University       ,85360,623679,Introduction to Creative Writing,UG22,3,Creat Writing I                 
Morehead State University       ,85360,623686,Fund. of Creative Non-Fiction,UG22,3,Creative Nonfiction Writing     
Morehead State University       ,85360,623682,Pure Elective,    ,3,Intro Literary Studies          
Morehead State University       ,85360,623676,Survey of Psychological Science,UG22,3,Intro to Psy                    
Morehead State University       ,85360,623681,Introduction to Film,UG22,3,Introduction to Film            
Morehead State University       ,85360,623687,Pure Elective,    ,3,Professional Writing            
Morehead State University       ,85360,623680,Pure Elective,    ,3,Spanish Lang & Culture I        
Morehead State University       ,85360,623688,Pure Elective,    ,3,Spanish Lang & Culture II       
Morehead State University       ,85360,623684,Pure Elective,    ,3,Structure of English            
Morehead State University       ,85360,623678,Pure Elective,    ,3,Understand Visual Arts          
Morehead State University       ,85360,623720,Intro to Philosophy,UG22,3,Beginning Philosophy            
Morehead State University       ,85360,623714,Calculus-I,UG22,4,Calculus I                      
Morehead State University       ,85360,623716,Calculus-II,UG22,4,Calculus II                     
Morehead State University       ,85360,623722,Ceramics-I,UG22,3,Ceramics I                      
Morehead State University       ,85360,623717,Pure Elective,    ,3,Genetics                        
Morehead State University       ,85360,623718,General Chemistry-I,UG22,4,Prin of Chem I                  
Morehead State University       ,85360,623721,Inventing the Modern World-II,UG22,3,World History Since 1500        
Morehead State University       ,85360,589671,Pure Elective,    ,3,Biology for your Life           
Morehead State University       ,85360,589673,Pure Elective,    ,4,Calculus I                      
Morehead State University       ,85360,589677,Cognition,UG21,3,Cognitive Psychology            
Morehead State University       ,85360,589676,Introduction to Research Methods,UG21,3,Exper Design & Analysis I       
Morehead State University       ,85360,589672,Pure Elective,    ,3,Int'l Culture and Diversity     
Morehead State University       ,85360,589675,Pure Elective,    ,3,Intro to Psy                    
Morehead State University       ,85360,589674,Pure Elective,    ,3,United States Government        
Morehead State University       ,85360,543089,Fundamentals-I,UG19,3,Spanish Lang & Culture I        
Morehead State University       ,85360,543090,Fundamentals-II,UG19,3,Spanish Lang & Culture II       
Morehead State University       ,85360,589727,Intro to Physics,UG21,3,Elem Physics I                  
Morehead State University       ,85360,589728,Pure Elective,    ,1,Elem Physics I Lab              
Morehead State University       ,85360,589724,Programming and Problem Solving,UG21,4,Intro to Computer Science       
Morehead State University       ,85360,589725,Introduction to Statistics,UG21,3,Statistics                      
Morehead State University       ,85360,589726,American Foreign Policy,UG21,3,U.S. Foreign Policy             
Morehead State University       ,85360,566768,Intro to Sociology,UG20,3,Introduction to Sociology       
Morehead State University       ,85360,566769,Political Institutions,UG20,3,United States Government        
Morehead State University       ,85360,589678,Intro to Ethical Thinking,UG21,3,Beginning Ethics                
Morehead State University       ,85360,589680,Pure Elective,    ,3,College Algebra                 
Morehead State University       ,85360,589679,Intro to Sociology,UG21,3,Introduction to Sociology       
Murray State University         ,38042,631376,Pure Elective,    ,4,College Algebra                 
Murray State University         ,38042,631377,Pure Elective,    ,3,Consumer Economics              
Murray State University         ,38042,631375,Pure Elective,    ,3,Intro to Public Speaking        
Murray State University         ,38042,631374,Life-Span Developmental Psych,UG22,3,Psych. of Human Development     
Murray State University         ,38042,631395,Calculus-I,UG22,4,Calculus I                      
Murray State University         ,38042,631394,Introduction to Creative Writing,UG22,3,Creat Writing I                 
Murray State University         ,38042,631397,Physiological Psychology,UG22,3,Intro to Brain & Behavior       
Murray State University         ,38042,631396,Intro to Gender Studies,UG22,3,Intro to Gender Studies         
Murray State University         ,38042,631393,Survey of Psychological Science,UG22,3,Intro to Psy                    
Murray State University         ,38042,631398,"Evolution, Biodiversity, Ecology",UG22,4,Principles of Biology           
Murray State University         ,38042,631400,Introduction to Research Methods,UG22,3,PsychologicalResearchMethods    
Murray State University         ,38042,589507,"Evolution, Biodiversity, Ecology",UG21,4,Biological Concepts             
Murray State University         ,38042,589514,Pure Elective,    ,3,General Psychology              
Murray State University         ,38042,589509,Pure Elective,    ,3,Interpersonal Communication     
Murray State University         ,38042,589508,Doctrina Lux Mentis-II,UG21,3,Intro to Public Speaking        
Murray State University         ,38042,589512,Doctrina Lux Mentis-I,UG21,4,"Reading, Writing, & Inquiry     "
NORTHWESTERN STATE UNIVERSITY   ,193420,623619,Pure Elective,    ,1,Gen Analytical Physics I Lab    
NORTHWESTERN STATE UNIVERSITY   ,193420,623621,Pure Elective,    ,1,GenAnalytical Physics II Lab    
NORTHWESTERN STATE UNIVERSITY   ,193420,623620,General Physics-II,UG22,3,General Analytical Phiscs II    
NORTHWESTERN STATE UNIVERSITY   ,193420,623618,General Physics-I,UG22,4,General Analytical Physics I    
NORTHWESTERN STATE UNIVERSITY   ,193420,623615,Survey of Psychological Science,UG22,3,General Psychology              
NORTHWESTERN STATE UNIVERSITY   ,193420,623616,Organic Chemistry-I,UG22,3,Organic Chemistry I             
NORTHWESTERN STATE UNIVERSITY   ,193420,623617,Pure Elective,    ,1,Organic Chemistry I Lab         
NORTHWESTERN STATE UNIVERSITY   ,193420,623614,Introduction to Photography,UG22,3,Photography I                   
Nazareth College                ,374942,589623,Intro Inorganic/Analytical Chem,UG21,3,Analytical Chemistry            
Nazareth College                ,374942,589620,Pure Elective,    ,1,Analytical Chemistry Lab        
Nazareth College                ,374942,589619,Pure Elective,    ,3,Argument & Research             
Nazareth College                ,374942,589616,Pure Elective,    ,1,Biol Systems I Lab              
Nazareth College                ,374942,589622,Pure Elective,    ,1,Biol Systems Lab II             
Nazareth College                ,374942,589618,Pure Elective,    ,3,Biological Sys I                
Nazareth College                ,374942,589621,"Evolution, Biodiversity, Ecology",UG21,3,Biological Systems II           
Nazareth College                ,374942,589617,Accelerated General Chemistry,UG21,3,General Chemistry               
Nazareth College                ,374942,589615,Pure Elective,    ,1,General Chemistry Lab           
Nazareth College                ,374942,589624,Pure Elective,    ,2,Intro Science Comm              
Nazareth College                ,374942,589614,Intro to Sociology,UG21,3,Intro to Sociology              
Nazareth College                ,374942,589625,Pure Elective,    ,3,Written and Visual Rhet         
Northern Kentucky University    ,38068,589648,The Psychology of Learning,UG21,3,Animal Learning                 
Northern Kentucky University    ,38068,589639,Pure Elective,    ,4,Biological Anthro with Lab      
Northern Kentucky University    ,38068,589647,Physiological Psychology,UG21,3,Biopsychology                   
Northern Kentucky University    ,38068,589650,Fundamentals-I,UG21,3,Elementary Spanish I            
Northern Kentucky University    ,38068,600784,Fundamentals-II,UG21,3,Elementary Spanish II           
Northern Kentucky University    ,38068,589640,Pure Elective,    ,4,Intro to Biology I              
Northern Kentucky University    ,38068,589641,Pure Elective,    ,0,Intro to Biology I with Lab     
Northern Kentucky University    ,38068,589644,Pure Elective,    ,4,Intro to Biology II             
Northern Kentucky University    ,38068,589645,Pure Elective,    ,0,Intro to Biology with Lab       
Northern Kentucky University    ,38068,589646,Pure Elective,    ,3,Intro to Comm Studies           
Northern Kentucky University    ,38068,589643,Pure Elective,    ,3,Introduction to Psychology      
Northern Kentucky University    ,38068,589642,Introduction to Statistics,UG21,3,Statistical Methods             
Northern Kentucky University    ,38068,589649,Pure Elective,    ,3,World Religions and Cultures    
Northern Kentucky University    ,38068,630886,Pure Elective,    ,3,Global Viewpoints in History    
Northern Kentucky University    ,38068,630884,Survey of Psychological Science,UG21,3,Introduction to Psychology      
Northern Kentucky University    ,38068,630885,Pure Elective,    ,3,Leadership Around the World     
Northern Kentucky University    ,38068,589683,Fundamentals-I,UG21,3,Elementary Spanish I            
Northern Kentucky University    ,38068,589681,Pure Elective,    ,4,Intro to Physics w/ Lab         
Northern Kentucky University    ,38068,589682,Pure Elective,    ,3,Introduction to Psychology      
Northern Kentucky University    ,38068,626817,Chemistry and the Modern World,UG20,3,Chemistry and Society           
Northern Kentucky University    ,38068,626818,Pure Elective,    ,1,Chemistry and Society Lab       
Northern Kentucky University    ,38068,626819,Intro to Gender Studies,UG20,3,Intro toContemp.GenderIssues    
Owensboro Community & Technical ,43133,612138,Pure Elective,    ,3,Basic Public Speaking           
Owensboro Community & Technical ,43133,612139,Pure Elective,    ,3,College Algebra                 
Owensboro Community & Technical ,43133,612137,Human Anatomy & Physiology-I,UG22,4,Human Ana & Phys I with Lab     
Owensboro Community & Technical ,43133,543108,Pure Elective,    ,1,Gen College Chemistry Lab I     
Owensboro Community & Technical ,43133,543111,Pure Elective,    ,1,Gen College Chemistry Lab II    
Owensboro Community & Technical ,43133,543107,General Chemistry-I,UG19,4,General College Chemistry I     
Owensboro Community & Technical ,43133,543110,General Chemistry-II,UG19,4,General College Chemistry II    
Owensboro Community & Technical ,43133,543104,Development of United States-II,UG19,3,History of the US Since 1865    
Owensboro Community & Technical ,43133,543109,Human Anatomy & Physiology-II,UG19,4,Human Anatomy & Physio II       
Owensboro Community & Technical ,43133,543106,Human Anatomy & Physiology-I,UG19,4,Human Anatomy & Physiology I    
Owensboro Community & Technical ,43133,543105,Pure Elective,    ,3,Intro Comparative Religion      
Pellissippi State Comm. College ,43125,623794,Introduction to Statistics,UG22,3,Introductory Statistics         
Pikes Peak Community College    ,7261,595040,Intro to Environmental Science,UG21,4,Environmental Science           
Pikes Peak Community College    ,7261,595048,Survey of Psychological Science,UG21,3,General Psychology I            
Pikes Peak Community College    ,7261,595045,Introduction to Statistics,UG21,3,Intro to Statistics             
Pikes Peak Community College    ,7261,595041,Pure Elective,    ,3,Natural Disasters               
Pikes Peak Community College    ,7261,595049,Pure Elective,    ,5,Spanish Language II             
Pikes Peak Community College    ,7261,595050,Pure Elective,    ,3,Spanish Language III            
Pikes Peak Community College    ,7261,595044,Inventing the United States-II,UG21,3,US History since Civil War      
Quinsigamond Community College  ,7173,631359,Pure Elective,    ,0,Business Law I                  
Quinsigamond Community College  ,7173,631358,Intro to Sociology,UG22,3,Intro Sociology (Principles)    
Quinsigamond Community College  ,7173,631357,Survey of Psychological Science,UG22,3,Introduction to Psychology      
Quinsigamond Community College  ,7173,631360,Pure Elective,    ,3,Principles of Marketing         
Santa Fe College                ,354277,542726,American Politics & Institutions,UG19,3,Amer Nt Govern                  
Santa Fe College                ,354277,542730,Pure Elective,    ,3,Astronomy                       
Santa Fe College                ,354277,542725,Pure Elective,    ,3,Digital Photography             
Santa Fe College                ,354277,542728,Intro to Philosophy,UG19,3,Int Philosophy                  
Santa Fe College                ,354277,542727,Intro to International Relations,UG19,3,Intrn Relations                 
Santa Fe College                ,354277,542724,Pure Elective,    ,3,Precalc Algebra                 
Santa Fe College                ,354277,542731,Programming and Problem Solving,UG19,3,Program Logic                   
Santa Fe College                ,354277,542733,Pure Elective,    ,3,Pub Speak                       
Santa Fe College                ,354277,542729,Pure Elective,    ,3,Statistics                      
Santa Fe College                ,354277,542732,Pure Elective,    ,4,Survey Calculus                 
Sewanee The University of the So,310840,589587,Accelerated General Chemistry,UG21,4,Adv General Chemistry (Lab)     
Sewanee The University of the So,310840,589590,Pure Elective,    ,1,Applied Voice (Contemporary)    
Sewanee The University of the So,310840,589593,Pure Elective,    ,1,Applied Voice (Contemporary)    
Sewanee The University of the So,310840,589595,Biomedical Ethics,UG21,3,Bioethics                       
Sewanee The University of the So,310840,589594,Advanced Behavioral Neuroscience,UG21,3,Cognitive Neuroscience          
Sewanee The University of the So,310840,589597,Intermediate-II,UG21,3,Intermediate Spanish            
Sewanee The University of the So,310840,589596,Intro to Psychological Science,UG21,4,Intro to Psychology (Lab)       
Sewanee The University of the So,310840,589591,Found. of BehavioralNeuroscience,UG21,3,Introduction to Neuroscience    
Sewanee The University of the So,310840,589588,Pure Elective,    ,3,Ramblin' Blues: BackRdsSouth    
Sewanee The University of the So,310840,589589,Pure Elective,    ,1,University Choir                
Sewanee The University of the So,310840,589592,Pure Elective,    ,1,University Choir                
Sinclair Community College      ,6898,589732,Pure Elective,    ,3,Asp.Net with C#                 
Sinclair Community College      ,6898,589734,Pure Elective,    ,3,C++ Software Development        
Sinclair Community College      ,6898,589735,Pure Elective,    ,3,Database Management             
Sinclair Community College      ,6898,589729,Pure Elective,    ,3,Human Anat & Physio I           
Sinclair Community College      ,6898,589730,Pure Elective,    ,3,Intro Prob Solv Comp Prog       
Sinclair Community College      ,6898,589731,Pure Elective,    ,3,Web Dev HTML & SCC              
Sinclair Community College      ,6898,589733,Pure Elective,    ,3,Western Religions               
Sinclair Community College      ,6898,589688,Pure Elective,    ,3,Eastern Religions               
Sinclair Community College      ,6898,589689,Human Anatomy & Physiology-I,UG21,4,Prin Anat & Physio I            
Somerset Community College      ,6914,543135,American Politics & Institutions,UG19,3,American Government             
Somerset Community College      ,6914,589684,Pure Elective,    ,3,Basic Public Speaking           
Somerset Community College      ,6914,589686,Pure Elective,    ,3,Intro to Art                    
Somerset Community College      ,6914,589687,Intro to Sociology,UG21,3,Intro to Sociology              
Somerset Community College      ,6914,589685,Pure Elective,    ,3,Precalculus                     
Southeastern Oklahoma State Univ,354812,543129,Pure Elective,    ,3,College Algebra                 
Southeastern Oklahoma State Univ,354812,543132,Pure Elective,    ,3,Comparative Cultures            
Southeastern Oklahoma State Univ,354812,543130,Development of Modern World-I,UG19,3,Early World Civiliz             
Southeastern Oklahoma State Univ,354812,543131,Intro to Philosophy,UG19,3,Intro to Philosophy             
The College of Wooster          ,341149,612109,Pure Elective,    ,3,Beginning Spanish Level II      
The College of Wooster          ,341149,612102,Pure Elective,    ,3,Foundations of Biology          
The College of Wooster          ,341149,612106,"Evolution, Biodiversity, Ecology",UG22,3,"Gateway/Eco, Evo & Organ Bio    "
The College of Wooster          ,341149,612107,Pure Elective,    ,1,"Gateway/Eco, Evo & Organ Lab    "
The College of Wooster          ,341149,612103,General Chemistry-I,UG22,4,General Chemistry I             
The College of Wooster          ,341149,612108,New Testament and Heretical Lit.,UG22,3,History of the New Testament    
The College of Wooster          ,341149,612105,American Political Thought,UG22,3,Intro to US Nat'l Politics      
The College of Wooster          ,341149,612104,Pure Elective,    ,3,Plastics: Good or Bad?          
Thomas More College             ,225667,565840,Human Anatomy & Physiology-I,UG19,4,Anatomy & Physiology I          
Thomas More College             ,225667,566011,Pure Elective,    ,0,Anatomy & Physiology I Lab      
Thomas More College             ,225667,565843,Human Anatomy & Physiology-II,UG19,4,Anatomy & Physiology II         
Thomas More College             ,225667,566012,Pure Elective,    ,0,Anatomy & Physiology II Lab     
Thomas More College             ,225667,565845,Pure Elective,    ,4,Elements of Calculus            
Thomas More College             ,225667,565842,Pure Elective,    ,3,Ethics and Technology-Sports    
Thomas More College             ,225667,565844,Pure Elective,    ,3,Fund of Public Speaking         
Thomas More College             ,225667,565836,Pure Elective,    ,3,General Psychology              
Thomas More College             ,225667,565834,Survey of Western Art-I,UG19,3,History of Art I                
Thomas More College             ,225667,565846,Pure Elective,    ,3,Intro to Political Science      
Thomas More College             ,225667,565837,Pure Elective,    ,3,Introduction to Chemistry       
Thomas More College             ,225667,565841,Pure Elective,    ,3,Kinesiology                     
Thomas More College             ,225667,565838,Pure Elective,    ,3,"Literature,Writing,&Research    "
Thomas More College             ,225667,565835,Intro to Philosophy,UG19,3,Special Topics in Philosophy    
Thomas More College             ,225667,565839,Development of Modern World-II,UG19,3,World Civilizations II          
Thomas More College             ,225667,589697,"Music History, Form and Analysis",UG21,3,History of Western Music I      
Transylvania University         ,67565,542722,Intro to Humanities-II,UG19,3,First-year Research Seminar     
Transylvania University         ,67565,542719,Intro to Humanities-I,UG19,3,First-year Seminar I            
Transylvania University         ,67565,542718,Pure Elective,    ,3,Introduction to PPE             
Transylvania University         ,67565,542720,American Politics & Institutions,UG19,3,Introduction to U S Politics    
Transylvania University         ,67565,542723,Pure Elective,    ,3,ST: Civil Rights                
Transylvania University         ,67565,542721,Pure Elective,    ,3,ST: Religious Biographies       
Transylvania University         ,67565,600559,Culture and Human Experience,UG21,3,Cultural Anthropology           
Transylvania University         ,67565,600560,Pure Elective,    ,3,First-year Seminar I            
Transylvania University         ,67565,600561,Pure Elective,    ,3,Introduction to PPE             
Transylvania University         ,67565,600562,Fundamentals-II,UG21,3,Spanish II: The SpanishWorld    
Transylvania University         ,67565,612122,First-Year Voice Lessons,UG22,1,1st Sem. Lesson: Voice          
Transylvania University         ,67565,612130,First-Year Voice Lessons,UG22,1,2nd Sem. Lesson: Voice          
Transylvania University         ,67565,612136,Second-Year Voice Lessons,UG22,1,3rd Sem. Lesson: Voice          
Transylvania University         ,67565,612125,Pure Elective,    ,3,First-Year Research Seminar     
Transylvania University         ,67565,612120,Pure Elective,    ,3,First-Year Seminar              
Transylvania University         ,67565,612123,Intro French Lang. & Culture-I,UG22,3,French I: The Personal World    
Transylvania University         ,67565,612128,Intro French Lang. & Culture-II,UG22,3,French II: The French World     
Transylvania University         ,67565,612133,Pure Elective,    ,3,French III: Topical Issues      
Transylvania University         ,67565,612131,Pure Elective,    ,3,Introduction to Economics       
Transylvania University         ,67565,612129,Pure Elective,    ,3,Introduction to Fiction         
Transylvania University         ,67565,612127,Pure Elective,    ,3,Introduction to Theater         
Transylvania University         ,67565,612124,Pure Elective,    ,3,Music Appreciation              
Transylvania University         ,67565,612121,Acting-I,UG22,3,Preparing to Act                
Transylvania University         ,67565,612132,Financial Accounting,UG22,3,Prin of Accounting I            
Transylvania University         ,67565,612135,Pure Elective,    ,3,Principles of Microeconomics    
Transylvania University         ,67565,612126,Pure Elective,    ,1,Theater Practicum               
Transylvania University         ,67565,612134,Centre College Choir,UG22,1,Transylvania Choir              
UNIVERSITY OF EVANSVILLE        ,193070,623646,Pure Elective,    ,1,ChangeLab: Entrepreneurial      
UNIVERSITY OF EVANSVILLE        ,193070,623655,Adv Spanish Grammar/Composition,UG22,3,Conversation and Composition    
UNIVERSITY OF EVANSVILLE        ,193070,623651,Pure Elective,    ,3,First Year Seminar              
UNIVERSITY OF EVANSVILLE        ,193070,623654,Intermediate-I,UG22,3,Intermediate Spanish-I          
UNIVERSITY OF EVANSVILLE        ,193070,623653,Intermediate-II,UG22,3,Intermediate Spanish-II         
UNIVERSITY OF EVANSVILLE        ,193070,623658,Pure Elective,    ,3,Intro to Data Analytics         
UNIVERSITY OF EVANSVILLE        ,193070,623649,Physiological Psychology,UG22,3,Intro to Neuroscience           
UNIVERSITY OF EVANSVILLE        ,193070,623650,Survey of Psychological Science,UG22,3,Intro to Psychology             
UNIVERSITY OF EVANSVILLE        ,193070,623659,Pure Elective,    ,3,Intro to Theatre                
UNIVERSITY OF EVANSVILLE        ,193070,623657,Life-Span Developmental Psych,UG22,3,Lifespan Development            
UNIVERSITY OF EVANSVILLE        ,193070,623647,Pure Elective,    ,3,Principles of Microeconomics    
UNIVERSITY OF EVANSVILLE        ,193070,623656,Pure Elective,    ,3,Social Aspects of Sports        
